"TaxongroepId";"TaxonsubgroepId";"Omschrijving";"Id";"NbnTaxonVersionKey";"WetNaam";"NedNaam";"TaxonType";"WetNaamKort"
"872";"246";"Lijst van korstmossen";"4405";"NHMSYS0001489457";"Micarea lynceola (Th. Fr.) Palice";"Kwartsoogje";"Species";"Micarea lynceola"
"872";"246";"Lijst van korstmossen";"4406";"NHMSYS0001489461";"Micarea peliocarpa (Anzi) Coppins & R. Sant.";"Boomoogje";"Species";"Micarea peliocarpa"
"872";"246";"Lijst van korstmossen";"4407";"NHMSYS0001491022";"Ochrolechia parella (L.) A. Massal.";"Steentandpastakorst";"Species";"Ochrolechia parella"
"872";"246";"Lijst van korstmossen";"4408";"NHMSYS0001491024";"Ochrolechia subviridis (Høeg) Erichsen";"Wrattige tandpastakorst";"Species";"Ochrolechia subviridis"
"872";"246";"Lijst van korstmossen";"4409";"NHMSYS0001491373";"Opegrapha herbarum Mont.";"Rivierschriftmos";"Species";"Opegrapha culmigena"
"872";"246";"Lijst van korstmossen";"4410";"NHMSYS0001491388";"Opegrapha mougeotii A. Massal.";"Kalkschriftmos";"Species";"Opegrapha mougeotii"
"872";"246";"Lijst van korstmossen";"4411";"NHMSYS0001492067";"Peltigera rufescens (Weiss) Humb.";"Klein leermos";"Species";"Peltigera rufescens"
"872";"246";"Lijst van korstmossen";"4412";"NHMSYS0001492299";"Pertusaria hemisphaerica (Flörke) Erichsen";"Boskringkorst";"Species";"Pertusaria hemisphaerica"
"872";"246";"Lijst van korstmossen";"4413";"NHMSYS0001492988";"Phaeographis inusta (Ach.) Müll. Arg.";"Grote runenkorst";"Species";"Phaeographis inusta"
"872";"246";"Lijst van korstmossen";"4414";"NHMSYS0001493018";"Phaeophyscia nigricans (Flörke) Moberg";"Klein schaduwmos";"Species";"Phaeophyscia nigricans"
"872";"246";"Lijst van korstmossen";"4415";"NHMSYS0001493895";"Placopsis lambii Hertel & V. Wirth";"Kleine zeepkorst";"Species";"Placopsis lambii"
"872";"246";"Lijst van korstmossen";"4416";"NHMSYS0001493901";"Placynthiella dasaea (Stirt.) Tønsberg";"Okerbruine veenkorst";"Species";"Placynthiella dasaea"
"872";"246";"Lijst van korstmossen";"4417";"NHMSYS0001493903";"Placynthiella icmalea (Ach.) Coppins & P. James";"Bruine veenkorst";"Species";"Placynthiella icmalea"
"872";"246";"Lijst van korstmossen";"4418";"NHMSYS0001494361";"Polyblastia dermatodes A. Massal.";"Rossige kalkstippelkorst";"Species";"Polyblastia dermatodes"
"872";"246";"Lijst van korstmossen";"4419";"NHMSYS0001495400";"Psilolechia lucida (Ach.) M. Choisy";"UV-mos";"Species";"Psilolechia lucida"
"872";"246";"Lijst van korstmossen";"4420";"NHMSYS0001496484";"Rinodina bischoffii (Hepp) A. Massal.";"Tufschotelkorst";"Species";"Rinodina bischoffii"
"872";"246";"Lijst van korstmossen";"4421";"NHMSYS0001497067";"Sarcogyne regularis Körb.";"Berijpte kroontjeskorst";"Species";"Sarcogyne regularis"
"872";"246";"Lijst van korstmossen";"4422";"NHMSYS0001498818";"Squamarina cartilaginea (With.) P. James";"Valse muurschotelkorst";"Species";"Squamarina cartilaginea"
"872";"246";"Lijst van korstmossen";"4423";"NHMSYS0001498941";"Stereocaulon dactylophyllum Flörke";"Etagekorrelloof";"Species";"Stereocaulon dactylophyllum"
"872";"246";"Lijst van korstmossen";"4424";"NHMSYS0001499138";"Strangospora pinicola (A. Massal.) Körb.";"Gewoon muggenstrontjesmos";"Species";"Strangospora pinicola"
"872";"246";"Lijst van korstmossen";"4425";"NHMSYS0001499157";"Strigula affinis (A. Massal.) R.C. Harris";"Iepenspikkel";"Species";"Strigula affinis"
"872";"246";"Lijst van korstmossen";"4426";"NHMSYS0001499639";"Thelidium minutulum Körber";"Kleine schotstippelkorst";"Species";"Thelidium minutulum"
"872";"246";"Lijst van korstmossen";"4427";"NHMSYS0001499645";"Thelidium zwackhii (Hepp) A. Massal.";"Waterschotstippelkorst";"Species";"Thelidium zwackhii"
"872";"246";"Lijst van korstmossen";"4428";"NHMSYS0001499948";"Trapelia obtegens (Th. Fr.) Hertel";"Bruin sterschoteltje";"Species";"Trapelia obtegens"
"872";"246";"Lijst van korstmossen";"4429";"NHMSYS0001499949";"Trapelia placodioides Coppins & P. James";"Wit sterschoteltje";"Species";"Trapelia placodioides"
"872";"246";"Lijst van korstmossen";"4430";"NHMSYS0001499951";"Trapeliopsis flexuosa (Fr.) Coppins & P. James";"Blauwe veenkorst";"Species";"Trapeliopsis flexuosa"
"872";"246";"Lijst van korstmossen";"4431";"NHMSYS0001499952";"Trapeliopsis gelatinosa (Flörke) Coppins & P. James";"Bleekgroene veenkorst";"Species";"Trapeliopsis gelatinosa"
"872";"246";"Lijst van korstmossen";"4432";"NHMSYS0001499953";"Trapeliopsis pseudogranulosa Coppins & P. James";"Groene veenkorst";"Species";"Trapeliopsis pseudogranulosa"
"872";"246";"Lijst van korstmossen";"4433";"NHMSYS0001501160";"Usnea cornuta Körb.";"Ingesnoerd baardmos";"Species";"Usnea cornuta"
"872";"246";"Lijst van korstmossen";"4434";"NHMSYS0001501171";"Usnea fulvoreagens (Räsänen) Räsänen";"Pijpenragerbaardmos";"Species";"Usnea fulvoreagens"
"872";"246";"Lijst van korstmossen";"4435";"NHMSYS0001501190";"Usnea wasmuthii Räsänen";"Duinbaardmos";"Species";"Usnea wasmuthii"
"872";"246";"Lijst van korstmossen";"4436";"NHMSYS0001501514";"Verrucaria acrotella Ach.";"Donkere kalkstippelkorst";"Species";"Verrucaria acrotella"
"872";"246";"Lijst van korstmossen";"4437";"NHMSYS0001501583";"Verrucaria erichsenii Zschacke";"Gewone zeestippelkorst";"Species";"Verrucaria erichsenii"
"872";"246";"Lijst van korstmossen";"4438";"NHMSYS0001501749";"Vezdaea retigera Poelt & Döbbeler";"Moszomerkorst";"Species";"Vezdaea retigera"
"872";"246";"Lijst van korstmossen";"4439";"NHMSYS0001501919";"Xanthoria candelaria (L.) Th. Fr.";"Kroezig dooiermos";"Species";"Xanthoria candelaria"
"872";"246";"Lijst van korstmossen";"4440";"NHMSYS0001501921";"Xanthoria elegans (Link) Th. Fr.";"Rood dooiermos";"Species";"Xanthoria elegans"
"872";"246";"Lijst van korstmossen";"4441";"NHMSYS0001501925";"Xanthoria parietina (L.) Th. Fr.";"Groot dooiermos";"Species";"Xanthoria parietina"
"872";"246";"Lijst van korstmossen";"4442";"NHMSYS0020039387";"Parmotrema perlatum (Huds.) M. Choisy";"Groot schildmos";"Species";"Parmotrema perlatum"
"872";"246";"Lijst van korstmossen";"4444";"NHMSYS0020327867";"Lecanora semipallida H. Magn.";"Witrandschotelkorst";"Species";"Lecanora semipallida"
"872";"246";"Lijst van korstmossen";"4445";"NHMSYS0020327881";"Punctelia jeckeri (Roum.) Kalb";"Rijpschildmos";"Species";"Punctelia jeckeri"
"872";"246";"Lijst van korstmossen";"4483";"BMSSYS0000001680";"Arthonia muscigena Th. Fr.";"Knotwilgkorst";"Species";"Arthonia muscigena"
"872";"246";"Lijst van korstmossen";"4484";"BMSSYS0000001682";"Arthonia phaeophysciae Grube & Matzer";NA;"Species";"Arthonia phaeophysciae"
"872";"246";"Lijst van korstmossen";"4495";"BMSSYS0000002503";"Biatoropsis usnearum Räsänen";NA;"Species";"Biatoropsis usnearum"
"872";"246";"Lijst van korstmossen";"4499";"BMSSYS0000003126";"Caloplaca cerinelloides (Erichsen) Poelt";NA;"Species";"Caloplaca cerinelloides"
"872";"246";"Lijst van korstmossen";"4504";"BMSSYS0000003160";"Leproplaca xantholyta (Nyl.) Harm.";NA;"Species";"Caloplaca xantholyta"
"872";"246";"Lijst van korstmossen";"4514";"BMSSYS0000004778";"Cornutispora ciliata Kalb";NA;"Species";"Cornutispora ciliata"
"872";"246";"Lijst van korstmossen";"4529";"BMSSYS0000006624";"Epigloea filifera Döbbeler";NA;"Species";"Epigloea filifera"
"872";"246";"Lijst van korstmossen";"4530";"BMSSYS0000006625";"Epigloea soleiformis Döbbeler";NA;"Species";"Epigloea soleiformis"
"872";"246";"Lijst van korstmossen";"4538";"BMSSYS0000007675";"Hawksworthiana peltigericola (D. Hawksw.) U. Braun";NA;"Species";"Hawksworthiana peltigericola"
"872";"246";"Lijst van korstmossen";"4544";"BMSSYS0000009445";"Lecanographa lyncea (Sm.) Egea & Torrente";NA;"Species";"Lecanographa lyncea"
"872";"246";"Lijst van korstmossen";"4545";"BMSSYS0000009449";"Lecanora albella (Pers.) Ach.";NA;"Species";"Lecanora albella"
"872";"246";"Lijst van korstmossen";"4559";"BMSSYS0000010660";"Lichenoconium lecanorae (Jaap) D. Hawksw.";NA;"Species";"Lichenoconium lecanorae"
"872";"246";"Lijst van korstmossen";"4561";"BMSSYS0000010664";"Lichenoconium usneae (Anzi) D. Hawksw.";NA;"Species";"Lichenoconium usneae"
"872";"246";"Lijst van korstmossen";"4563";"BMSSYS0000010667";"Lichenodiplis lecanorae (Vouaux) Dyko & D. Hawksw.";NA;"Species";"Lichenodiplis lecanorae"
"872";"246";"Lijst van korstmossen";"4565";"BMSSYS0000010679";"Lichenopeltella peltigericola (D. Hawksw.) R. Sant.";NA;"Species";"Lichenopeltella peltigericola"
"872";"246";"Lijst van korstmossen";"4569";"BMSSYS0000010935";"Marchandiomyces corallinus (Roberge) Diederich & D. Hawksw.";NA;"Species";"Marchandiomyces corallinus"
"872";"246";"Lijst van korstmossen";"4581";"BMSSYS0000013690";"Phaeosporobolus alpinus R. Sant., Alstrup & D. Hawksw.";NA;"Species";"Phaeosporobolus alpinus"
"872";"246";"Lijst van korstmossen";"4595";"BMSSYS0000015988";"Ramonia interjecta Coppins";NA;"Species";"Ramonia interjecta"
"872";"246";"Lijst van korstmossen";"4604";"BMSSYS0000017943";"Stenocybe pullatula (Ach.) Stein";NA;"Species";"Stenocybe pullatula"
"872";"246";"Lijst van korstmossen";"4610";"BMSSYS0000018246";"Taeniolella phaeophysciae D. Hawksw.";NA;"Species";"Taeniolella phaeophysciae"
"872";"246";"Lijst van korstmossen";"4617";"BMSSYS0000019590";"Verrucaria polysticta Borrer";"Mozaïekstippelkorst";"Species";"Verrucaria polysticta"
"872";"246";"Lijst van korstmossen";"4623";"BMSSYS0000019759";"Xanthoriicola physciae (Kalchbr.) D. Hawksw.";NA;"Species";"Xanthoriicola physciae"
"872";"246";"Lijst van korstmossen";"6149";"INBSYS0000033287";"Marchandiobasidium";NA;"Genus";"Marchandiobasidium"
"872";"246";"Lijst van korstmossen";"6154";"INBSYS0000033294";"Cladoniicola";NA;"Genus";"Cladoniicola"
"872";"246";"Lijst van korstmossen";"6176";"INBSYS0000033320";"Abrothallus acetabuli Diederich";NA;"Species";"Abrothallus acetabuli"
"872";"246";"Lijst van korstmossen";"6214";"INBSYS0000033384";"Arthonia molendoi (Frauenf.) R. Sant.";NA;"Species";"Arthonia molendoi"
"872";"246";"Lijst van korstmossen";"6235";"INBSYS0000033424";"Bacidina arnoldiana (Körb.) V. Wirth & Vězda";NA;"Species";"Bacidina arnoldiana"
"872";"246";"Lijst van korstmossen";"6280";"INBSYS0000033531";"Capronia peltigerae (Fuckel) D. Hawksw.";NA;"Species";"Capronia peltigerae"
"872";"246";"Lijst van korstmossen";"6312";"INBSYS0000033607";"Cladoniicola staurospora Diederich, van den Boom & Aptroot";NA;"Species";"Cladoniicola staurospora"
"872";"246";"Lijst van korstmossen";"6328";"INBSYS0000033643";"Arthopyrenia kelpii Körb.";"Zeepokkorst";"Species";"Collemopsidium halodytes"
"872";"246";"Lijst van korstmossen";"6334";"INBSYS0000033657";"Dactylospora parasitica (Flörke) Zopf";NA;"Species";"Dactylospora parasitica"
"872";"246";"Lijst van korstmossen";"6457";"INBSYS0000033906";"Lobaria scrobiculata (Scop.) DC.";NA;"Species";"Lobarina scrobiculata"
"872";"246";"Lijst van korstmossen";"6458";"INBSYS0000033908";"Marchandiobasidium aurantiacum Diederich & Schultheis";NA;"Species";"Marchandiobasidium aurantiacum"
"872";"246";"Lijst van korstmossen";"6496";"INBSYS0000033997";"Neocoleroa inundata (Vain.) Diederich";NA;"Species";"Neocoleroa inundata"
"872";"246";"Lijst van korstmossen";"6558";"INBSYS0000034126";"Polycoccum crassum Vězda";NA;"Species";"Polycoccum crassum"
"872";"246";"Lijst van korstmossen";"6559";"INBSYS0000034127";"Polycoccum peltigerae (Fuckel) Vězda";NA;"Species";"Polycoccum peltigerae"
"872";"246";"Lijst van korstmossen";"6574";"INBSYS0000034160";"Pseudorobillarda peltigerae Diederich";NA;"Species";"Pseudorobillarda peltigerae"
"872";"246";"Lijst van korstmossen";"6691";"INBSYS0000034396";"Xanthoparmelia somloënsis (Gyeln.) Hale";NA;"Species";"Xanthoparmelia stenophylla"
"872";"246";"Lijst van korstmossen";"7096";"NBNSYS0000015500";"Arthonia galactites (DC.) Dufour";NA;"Species";"Arthonia galactites"
"872";"246";"Lijst van korstmossen";"7099";"NBNSYS0000015516";"Arthonia cinnabarina (DC.) Wallr.";NA;"Species";"Arthonia cinnabarina"
"872";"246";"Lijst van korstmossen";"7100";"NBNSYS0000015517";"Arthonia vinosa Leight.";NA;"Species";"Arthonia vinosa"
"872";"246";"Lijst van korstmossen";"7101";"NBNSYS0000015540";"Calicium quercinum Pers.";NA;"Species";"Calicium quercinum"
"872";"246";"Lijst van korstmossen";"7109";"NBNSYS0000015580";"Sphaerophorus globosus (Huds.) Vain.";NA;"Species";"Sphaerophorus globosus"
"872";"246";"Lijst van korstmossen";"7110";"NBNSYS0000015583";"Sphinctrina leucopoda Nyl.";NA;"Species";"Sphinctrina leucopoda"
"872";"246";"Lijst van korstmossen";"7111";"NBNSYS0000015584";"Sphinctrina tubiformis A. Massal.";NA;"Species";"Sphinctrina tubiformis"
"872";"246";"Lijst van korstmossen";"7114";"NBNSYS0000015873";"Abrothallus parmeliarum (Sommerf.) Arnold";NA;"Species";"Abrothallus parmeliarum"
"872";"246";"Lijst van korstmossen";"7117";"NBNSYS0000015956";"Cercidospora epipolytropa (Mudd) Arnold";NA;"Species";"Cercidospora epipolytropa"
"872";"246";"Lijst van korstmossen";"7119";"NBNSYS0000016071";"Endococcus rugulosus Nyl.";NA;"Species";"Endococcus rugulosus"
"872";"246";"Lijst van korstmossen";"7122";"NBNSYS0000016532";"Polycoccum pulvinatum (Eitner) R. Sant.";NA;"Species";"Polycoccum pulvinatum"
"872";"246";"Lijst van korstmossen";"7124";"NBNSYS0000016551";"Pyrenidium actinellum Nyl.";NA;"Species";"Pyrenidium actinellum"
"872";"246";"Lijst van korstmossen";"7126";"NBNSYS0000016631";"Stigmidium peltideae (Vain.) R. Sant.";NA;"Species";"Stigmidium peltideae"
"872";"246";"Lijst van korstmossen";"7133";"NBNSYS0000016965";"Gyalecta derivata (Nyl.) H. Olivier";NA;"Species";"Gyalecta derivata"
"872";"246";"Lijst van korstmossen";"7134";"NBNSYS0000016966";"Gyalecta flotowii Körb.";NA;"Species";"Gyalecta flotowii"
"872";"246";"Lijst van korstmossen";"7139";"NBNSYS0000017046";"Baeomyces placophyllus Ach.";NA;"Species";"Baeomyces placophyllus"
"872";"246";"Lijst van korstmossen";"7141";"NBNSYS0000017478";"Icmadophila ericetorum (L.) Zahlbr.";NA;"Species";"Icmadophila ericetorum"
"872";"246";"Lijst van korstmossen";"7142";"NBNSYS0000017706";"Pezizella epithallina (W. Phillips & Plowr.) Sacc.";NA;"Species";"Pezizella epithallina"
"872";"246";"Lijst van korstmossen";"7144";"NBNSYS0000018073";"Pronectria robergei (Mont. & Desm.) Lowen";NA;"Species";"Pronectria robergei"
"872";"246";"Lijst van korstmossen";"7146";"NBNSYS0000018102";"Trichonectria hirta (Bloxam) Petch";NA;"Species";"Trichonectria hirta"
"872";"246";"Lijst van korstmossen";"7150";"NBNSYS0000018179";"Arthrorhaphis citrinella (Ach.) Poelt";NA;"Species";"Arthrorhaphis citrinella"
"872";"246";"Lijst van korstmossen";"7161";"NBNSYS0000018272";"Buellia disciformis (Fr.) Mudd";NA;"Species";"Buellia disciformis"
"872";"246";"Lijst van korstmossen";"7162";"NBNSYS0000018296";"Candelariella coralliza (Nyl.) H. Magn.";NA;"Species";"Candelariella coralliza"
"872";"246";"Lijst van korstmossen";"7163";"NBNSYS0000018304";"Carbonea supersparsa (Nyl.) Hertel";NA;"Species";"Carbonea supersparsa"
"872";"246";"Lijst van korstmossen";"7164";"NBNSYS0000018305";"Carbonea vitellinaria (Nyl.) Hertel";NA;"Species";"Carbonea vitellinaria"
"872";"246";"Lijst van korstmossen";"7169";"NBNSYS0000018353";"Cladonia cenotea (Ach.) Schaer.";NA;"Species";"Cladonia cenotea"
"872";"246";"Lijst van korstmossen";"7171";"NBNSYS0000018357";"Cladina ciliata (Stirt.) Trass";"Sierlijk rendiermos";"Species";"Cladonia ciliata"
"872";"246";"Lijst van korstmossen";"7173";"NBNSYS0000018367";"Cladonia deformis (L.) Hoffm.";NA;"Species";"Cladonia deformis"
"872";"246";"Lijst van korstmossen";"7176";"NBNSYS0000018411";"Cladonia subcervicornis (Vain.) Kernst.";NA;"Species";"Cladonia subcervicornis"
"872";"246";"Lijst van korstmossen";"7183";"NBNSYS0000018441";"Collema fragrans (Sm.) Ach.";NA;"Species";"Collema fragrans"
"872";"246";"Lijst van korstmossen";"7184";"NBNSYS0000018442";"Collema furfuraceum (Arnold) Du Rietz";NA;"Species";"Collema furfuraceum"
"872";"246";"Lijst van korstmossen";"7193";"NBNSYS0000018534";"Hypogymnia farinacea Zopf";NA;"Species";"Hypogymnia farinacea"
"872";"246";"Lijst van korstmossen";"7194";"NBNSYS0000018552";"Lecania cyrtellina (Nyl.) Sandst.";NA;"Species";"Lecania cyrtellina"
"872";"246";"Lijst van korstmossen";"7206";"NBNSYS0000018623";"Lecanora sambuci (Pers.) Nyl.";NA;"Species";"Lecanora sambuci"
"872";"246";"Lijst van korstmossen";"7238";"NBNSYS0000018918";"Phaeophyscia ciliata (Hoffm.) Moberg";NA;"Species";"Phaeophyscia ciliata"
"872";"246";"Lijst van korstmossen";"7240";"NBNSYS0000018928";"Physcia wainioi Räsänen";NA;"Species";"Physcia caesia"
"872";"246";"Lijst van korstmossen";"7242";"NBNSYS0000018945";"Placopsis gelida (L.) Linds.";"Grote zeepkorst";"Species";"Placopsis gelida"
"872";"246";"Lijst van korstmossen";"7245";"NBNSYS0000018984";"Ramalina calicaris (L.) Fr.";NA;"Species";"Ramalina calicaris"
"872";"246";"Lijst van korstmossen";"7247";"NBNSYS0000019014";"Rinodina pyrina (Ach.) Arnold";NA;"Species";"Rinodina pyrina"
"872";"246";"Lijst van korstmossen";"7251";"NBNSYS0000019050";"Squamarina lentigera (Weber) Poelt";NA;"Species";"Squamarina lentigera"
"872";"246";"Lijst van korstmossen";"7253";"NBNSYS0000019066";"Stereocaulon tomentosum Fr.";NA;"Species";"Stereocaulon tomentosum"
"872";"246";"Lijst van korstmossen";"7261";"NBNSYS0000019129";"Umbilicaria polyphylla (L.) Baumg.";NA;"Species";"Umbilicaria polyphylla"
"872";"246";"Lijst van korstmossen";"7263";"NBNSYS0000019136";"Usnea ceratina Ach.";NA;"Species";"Usnea ceratina"
"872";"246";"Lijst van korstmossen";"7264";"NBNSYS0000019138";"Usnea filipendula Stirt.";NA;"Species";"Usnea filipendula"
"872";"246";"Lijst van korstmossen";"7266";"NBNSYS0000019143";"Usnea glabrata (Ach.) Vain.";NA;"Species";"Usnea glabrata"
"872";"246";"Lijst van korstmossen";"7267";"NBNSYS0000019148";"Usnea rubicunda Stirt.";NA;"Species";"Usnea rubicunda"
"872";"246";"Lijst van korstmossen";"7276";"NBNSYS0000019276";"Corticifraga fuckelii (Rehm) D. Hawksw. & R. Sant.";NA;"Species";"Corticifraga fuckelii"
"872";"246";"Lijst van korstmossen";"7277";"NBNSYS0000019286";"Skyttea buelliae Sherwood, D. Hawksw. & Coppins";NA;"Species";"Skyttea buelliae"
"872";"246";"Lijst van korstmossen";"7285";"NBNSYS0000019331";"Peltigera malacea (Ach.) Funck";NA;"Species";"Peltigera malacea"
"872";"246";"Lijst van korstmossen";"7289";"NBNSYS0000019359";"Solorina saccata (L.) Ach.";NA;"Species";"Solorina saccata"
"872";"246";"Lijst van korstmossen";"7295";"NBNSYS0000019403";"Pertusaria multipuncta (Turner) Nyl.";NA;"Species";"Pertusaria multipuncta"
"872";"246";"Lijst van korstmossen";"7298";"NBNSYS0000019418";"Thelenella modesta (Nyl.) Nyl.";NA;"Species";"Thelenella modesta"
"872";"246";"Lijst van korstmossen";"7304";"NBNSYS0000020195";"Roselliniella cladoniae (Anzi) Matzer & Hafellner";NA;"Species";"Roselliniella cladoniae"
"872";"246";"Lijst van korstmossen";"7307";"NBNSYS0000020520";"Caloplaca cerinella (Nyl.) Flagey";NA;"Species";"Caloplaca cerinella"
"872";"246";"Lijst van korstmossen";"7315";"NBNSYS0000020577";"Teloschistes chrysophthalmus (L.) Th. Fr.";NA;"Species";"Teloschistes chrysophthalmus"
"872";"246";"Lijst van korstmossen";"7320";"NBNSYS0000020620";"Polyblastia cupularis A. Massal.";NA;"Species";"Polyblastia cupularis"
"872";"246";"Lijst van korstmossen";"7440";"NBNSYS0000039600";"Catapyrenium rufescens (Ach.) Breuss";NA;"Species";"Catapyrenium rufescens"
"872";"246";"Lijst van korstmossen";"7479";"NBNSYS0000102288";"Dirina massiliensis Durieu & Mont.";"Kerkmuurkorst";"Species";"Dirina massiliensis"
"872";"246";"Lijst van korstmossen";"7704";"NBNSYS0000138775";"Umbilicus";NA;"Genus";"Umbilicus"
"872";"246";"Lijst van korstmossen";"7725";"NBNSYS0000149491";"Illosporium carneum Fr.";NA;"Species";"Illosporium carneum"
"872";"246";"Lijst van korstmossen";"7727";"NBNSYS0000150331";"Leptogium corniculatum (Hoffm.) Minks";NA;"Species";"Leptogium palmatum"
"872";"246";"Lijst van korstmossen";"8339";"NHMSYS0000361660";"Caloplaca isidiigera Vězda";"Grijze citroenkorst";"Species";"Caloplaca chlorina"
"872";"246";"Lijst van korstmossen";"8350";"NHMSYS0000363354";"Paranectria oropensis (Ces.) D. Hawksw. & Piroz.";NA;"Species";"Paranectria oropensis"
"872";"246";"Lijst van korstmossen";"8354";"NHMSYS0000364091";"Sclerococcum sphaerale (Ach.) Fr.";NA;"Species";"Sclerococcum sphaerale"
"872";"246";"Lijst van korstmossen";"8545";"NHMSYS0001442490";"Aspicilia laevata (Ach.) Arnold";NA;"Species";"Aspicilia depressa"
"872";"246";"Lijst van korstmossen";"8547";"NHMSYS0001472729";"Abrothallus caerulescens Kotte";NA;"Species";"Abrothallus caerulescens"
"872";"246";"Lijst van korstmossen";"8569";"NHMSYS0001474945";"Arthonia fuscopurpurea (Tul.) R. Sant.";NA;"Species";"Arthonia fuscopurpurea"
"872";"246";"Lijst van korstmossen";"8571";"NHMSYS0001474984";"Arthopyrenia lapponina Anzi";NA;"Species";"Arthopyrenia analepta"
"872";"246";"Lijst van korstmossen";"8574";"NHMSYS0001475037";"Arthrorhaphis grisea Th. Fr.";NA;"Species";"Arthrorhaphis grisea"
"872";"246";"Lijst van korstmossen";"8580";"NHMSYS0001475331";"Athelia arachnoidea (Berk.) Jülich";"Tweesporig vliesje";"Species";"Athelia arachnoidea"
"872";"246";"Lijst van korstmossen";"8593";"NHMSYS0001476289";"Bryoria capillaris (Ach.) Brodo & D. Hawksw.";NA;"Species";"Bryoria capillaris"
"872";"246";"Lijst van korstmossen";"8621";"NHMSYS0001477234";"Chaenotheca brunneola (Ach.) Müll. Arg.";NA;"Species";"Chaenotheca brunneola"
"872";"246";"Lijst van korstmossen";"8636";"NHMSYS0001478149";"Clypeococcum hypocenomycis D. Hawksw.";NA;"Species";"Clypeococcum hypocenomycis"
"872";"246";"Lijst van korstmossen";"8668";"NHMSYS0001481388";"Endococcus propinquus (Körb.) D. Hawksw.";NA;"Species";"Endococcus propinquus"
"872";"246";"Lijst van korstmossen";"8670";"NHMSYS0001481447";"Opegrapha zonata Körb.";NA;"Species";"Enterographa zonata"
"872";"246";"Lijst van korstmossen";"8675";"NHMSYS0001481832";"Epigloea bactrospora Zukal";NA;"Species";"Epigloea bactrospora"
"872";"246";"Lijst van korstmossen";"8676";"NHMSYS0001481835";"Epigloea renitens (Grummann) Döbbeler";NA;"Species";"Epigloea renitens"
"872";"246";"Lijst van korstmossen";"8707";"NHMSYS0001486193";"Lasallia pustulata (L.) Merat";NA;"Species";"Lasallia pustulata"
"872";"246";"Lijst van korstmossen";"8734";"NHMSYS0001487441";"Leptogium subtile (Schrad.) Torss.";NA;"Species";"Leptogium subtile"
"872";"246";"Lijst van korstmossen";"8736";"NHMSYS0001487575";"Leptorhaphis atomaria (Ach.) Szatala";NA;"Species";"Leptorhaphis atomaria"
"872";"246";"Lijst van korstmossen";"8765";"NHMSYS0001489993";"Muellerella pygmaea (Körb.) D. Hawksw.";NA;"Species";"Muellerella pygmaea"
"872";"246";"Lijst van korstmossen";"8818";"NHMSYS0001493027";"Phaeopyxis punctum (A. Massal.) Rambold, Triebel & Coppins";NA;"Species";"Phaeopyxis punctum"
"872";"246";"Lijst van korstmossen";"8838";"NHMSYS0001493961";"Plectocarpon lichenum (Sommerf.) D. Hawksw.";NA;"Species";"Plectocarpon lichenum"
"872";"246";"Lijst van korstmossen";"8894";"NHMSYS0001496502";"Rinodina oleae Bagl.";"Donkerbruine schotelkorst";"Species";"Rinodina oleae"
"872";"246";"Lijst van korstmossen";"8895";"NHMSYS0001496506";"Rinodina sophodes (Ach.) A. Massal.";NA;"Species";"Rinodina sophodes"
"872";"246";"Lijst van korstmossen";"8923";"NHMSYS0001498853";"Staurothele hymenogonia (Nyl.) Th. Fr.";NA;"Species";"Staurothele hymenogonia"
"872";"246";"Lijst van korstmossen";"8967";"NHMSYS0001501570";"Verrucaria elaeina Borrer";"Oliestippelkorst";"Species";"Verrucaria elaeina"
"872";"246";"Lijst van korstmossen";"8978";"NHMSYS0001502131";"Zwackhiomyces lecanorae (Stein) Nik. Hoffm. & Hafellner";NA;"Species";"Zwackhiomyces lecanorae"
"872";"246";"Lijst van korstmossen";"8996";"NHMSYS0020327868";"Lecidea grisella Flörke";NA;"Species";"Lecidea grisella"
"873";"246";"Lijst van korstmossen";"1";"BMSSYS0000002547";"Bilimbia sabuletorum (Schreb.) Arnold";"Mosvreter";"Species";"Bilimbia sabuletorum"
"873";"246";"Lijst van korstmossen";"2";"BMSSYS0000002938";"Buellia badia (Fr.) A. Massal.";"Grafstrontjesmos";"Species";"Buellia badia"
"873";"246";"Lijst van korstmossen";"3";"BMSSYS0000002969";"Buellia sororia Th. Fr.";"Bruin strontjesmos";"Species";"Buellia impressula"
"873";"246";"Lijst van korstmossen";"4";"BMSSYS0000003131";"Caloplaca dalmatica (A. Massal.) H. Olivier";"Oranje citroenkorst";"Species";"Caloplaca dolomiticola"
"873";"246";"Lijst van korstmossen";"5";"BMSSYS0000003564";"Cetraria aculeata (Schreb.) Fr.";"Gewoon kraakloof";"Species";"Cetraria aculeata"
"873";"246";"Lijst van korstmossen";"6";"BMSSYS0000003585";"Cetraria muricata (Ach.) Eckfeldt";"Fijn kraakloof";"Species";"Cetraria muricata"
"873";"246";"Lijst van korstmossen";"7";"BMSSYS0000003892";"Cladonia borealis S. Stenroos";"Plomp bekermos";"Species";"Cladonia borealis"
"873";"246";"Lijst van korstmossen";"8";"BMSSYS0000003935";"Cladonia furcata (Huds.) Schrad.";"Gevorkt heidestaartje";"Variety";"Cladonia furcata var. palamaea"
"873";"246";"Lijst van korstmossen";"9";"BMSSYS0000003992";"Cladonia verticillata (Hoffm.) Schaer.";"Stuifzandstapelbekertje";"Species";"Cladonia verticillata"
