"TaxongroepId";"TaxonsubgroepId";"Omschrijving";"Id";"NbnTaxonVersionKey";"WetNaam";"NedNaam";"TaxonType";"WetNaamKort"
"5";"5";"sleutelsoorten 3150 excl. Puntkroos";"3716";"NBNSYS0000158900";"Utricularia vulgaris L.";"Groot blaasjeskruid";"Species";"Utricularia vulgaris"
"5";"5";"sleutelsoorten 3150 excl. Puntkroos";"3964";"NHMSYS0000310456";"Ricciocarpos natans (L.) Corda";"Kroosmos";"Species";"Ricciocarpos natans"
"5";"5";"sleutelsoorten 3150 excl. Puntkroos";"4265";"NHMSYS0000461993";"Potamogeton alpinus Balb.";"Rossig fonteinkruid";"Species";"Potamogeton alpinus"
"6";"6";"sleutelsoort_Molinia";"155";"INBSYS0000000661";"Hamatocaulis vernicosus (Mitt.) Hedenäs";"Geel schorpioenmos";"Species";"Hamatocaulis vernicosus"
"6";"6";"sleutelsoort_Molinia";"371";"INBSYS0000003916";"Stachys officinalis (L.) Trev.";"Betonie";"Species";"Stachys officinalis"
"6";"6";"sleutelsoort_Molinia";"501";"INBSYS0000004426";"Potentilla erecta (L.) Räuschel";"Tormentil";"Species";"Potentilla erecta"
"6";"6";"sleutelsoort_Molinia";"528";"INBSYS0000004520";"Platanthera bifolia (L.) L.C.M. Rich.";"Welriekende nachtorchis";"Species";"Platanthera bifolia"
"6";"6";"sleutelsoort_Molinia";"692";"INBSYS0000005099";"Gymnadenia conopsea (L.) R. Brown";"Grote muggenorchis";"Species";"Gymnadenia conopsea"
"6";"6";"sleutelsoort_Molinia";"1124";"NBNSYS0000002097";"Ophioglossum vulgatum L.";"Addertong";"Species";"Ophioglossum vulgatum"
"6";"6";"sleutelsoort_Molinia";"1171";"NBNSYS0000002189";"Colchicum autumnale L.";"Herfsttijloos";"Species";"Colchicum autumnale"
"6";"6";"sleutelsoort_Molinia";"1193";"NBNSYS0000002229";"Juncus subnodulosus Schrank";"Paddenrus";"Species";"Juncus subnodulosus"
"6";"6";"sleutelsoort_Molinia";"1248";"NBNSYS0000002415";"Carex hostiana DC.";"Blonde zegge";"Species";"Carex hostiana"
"6";"6";"sleutelsoort_Molinia";"1255";"NBNSYS0000002434";"Carex pallescens L.";"Bleke zegge";"Species";"Carex pallescens"
"6";"6";"sleutelsoort_Molinia";"1256";"NBNSYS0000002436";"Carex panicea L.";"Blauwe zegge";"Species";"Carex panicea"
"6";"6";"sleutelsoort_Molinia";"1275";"NBNSYS0000002492";"Carex pulicaris L.";"Vlozegge";"Species";"Carex pulicaris"
"6";"6";"sleutelsoort_Molinia";"1300";"NBNSYS0000002565";"Briza media L.";"Bevertjes";"Species";"Briza media"
"6";"6";"sleutelsoort_Molinia";"1738";"NBNSYS0000003512";"Parnassia palustris L.";"Parnassia";"Species";"Parnassia palustris"
"6";"6";"sleutelsoort_Molinia";"1818";"NBNSYS0000003701";"Selinum carvifolia (L.) L.";"Karwijselie";"Species";"Selinum carvifolia"
"6";"6";"sleutelsoort_Molinia";"1919";"NBNSYS0000003942";"Anagallis tenella (L.) L.";"Teer guichelheil";"Species";"Anagallis tenella"
"6";"6";"sleutelsoort_Molinia";"2099";"NBNSYS0000004317";"Galium uliginosum L.";"Ruw walstro";"Species";"Galium uliginosum"
"6";"6";"sleutelsoort_Molinia";"2118";"NBNSYS0000004345";"Valeriana dioica L.";"Kleine valeriaan";"Species";"Valeriana dioica"
"6";"6";"sleutelsoort_Molinia";"2123";"NBNSYS0000004352";"Succisa pratensis Moench";"Blauwe knoop";"Species";"Succisa pratensis"
"6";"6";"sleutelsoort_Molinia";"2206";"NBNSYS0000004496";"Cirsium dissectum (L.) Hill";"Spaanse ruiter";"Species";"Cirsium dissectum"
"6";"6";"sleutelsoort_Molinia";"2216";"NBNSYS0000004513";"Serratula tinctoria L.";"Zaagblad";"Species";"Serratula tinctoria"
"6";"6";"sleutelsoort_Molinia";"2250";"NBNSYS0000004578";"Crepis paludosa (L.) Moench";"Moerasstreepzaad";"Species";"Crepis paludosa"
"6";"6";"sleutelsoort_Molinia";"4128";"NHMSYS0000457901";"Dactylorhiza fuchsii (Druce) Soó";"Bosorchis";"Species";"Dactylorhiza fuchsii"
"6";"6";"sleutelsoort_Molinia";"4129";"NHMSYS0000457908";"Dactylorhiza incarnata (L.) Soó";"Vleeskleurige orchis";"Species";"Dactylorhiza incarnata"
"6";"6";"sleutelsoort_Molinia";"4154";"NHMSYS0000458452";"Epipactis palustris (L.) Crantz";"Moeraswespenorchis";"Species";"Epipactis palustris"
"7";"7";"sleutelsoort_Molinia";"155";"INBSYS0000000661";"Hamatocaulis vernicosus (Mitt.) Hedenäs";"Geel schorpioenmos";"Species";"Hamatocaulis vernicosus"
"7";"7";"sleutelsoort_Molinia";"311";"INBSYS0000003697";"Wahlenbergia hederacea (L.) Reichenb.";"Klimopklokje";"Species";"Wahlenbergia hederacea"
"7";"7";"sleutelsoort_Molinia";"501";"INBSYS0000004426";"Potentilla erecta (L.) Räuschel";"Tormentil";"Species";"Potentilla erecta"
"7";"7";"sleutelsoort_Molinia";"667";"INBSYS0000004995";"Juncus acutiflorus Ehrh. ex Hoffmann";"Veldrus";"Species";"Juncus acutiflorus"
"7";"7";"sleutelsoort_Molinia";"867";"INBSYS0000005694";"Carex demissa Hornem.";"Geelgroene zegge";"Species";"Carex demissa"
"7";"7";"sleutelsoort_Molinia";"1124";"NBNSYS0000002097";"Ophioglossum vulgatum L.";"Addertong";"Species";"Ophioglossum vulgatum"
"7";"7";"sleutelsoort_Molinia";"1200";"NBNSYS0000002247";"Luzula multiflora (Ehrh.) Lej.";"Veelbloemige veldbies";"Species";"Luzula multiflora"
"7";"7";"sleutelsoort_Molinia";"1255";"NBNSYS0000002434";"Carex pallescens L.";"Bleke zegge";"Species";"Carex pallescens"
"7";"7";"sleutelsoort_Molinia";"1256";"NBNSYS0000002436";"Carex panicea L.";"Blauwe zegge";"Species";"Carex panicea"
"7";"7";"sleutelsoort_Molinia";"1478";"NBNSYS0000002939";"Viola palustris L.";"Moerasviooltje";"Species";"Viola palustris"
"7";"7";"sleutelsoort_Molinia";"1802";"NBNSYS0000003678";"Carum verticillatum (L.) Koch";"Kranskarwij";"Species";"Carum verticillatum"
"7";"7";"sleutelsoort_Molinia";"1822";"NBNSYS0000003707";"Peucedanum palustre (L.) Moench";"Melkeppe";"Species";"Peucedanum palustre"
"7";"7";"sleutelsoort_Molinia";"1932";"NBNSYS0000003966";"Gentiana pneumonanthe L.";"Klokjesgentiaan";"Species";"Gentiana pneumonanthe"
"7";"7";"sleutelsoort_Molinia";"2099";"NBNSYS0000004317";"Galium uliginosum L.";"Ruw walstro";"Species";"Galium uliginosum"
"7";"7";"sleutelsoort_Molinia";"2118";"NBNSYS0000004345";"Valeriana dioica L.";"Kleine valeriaan";"Species";"Valeriana dioica"
"7";"7";"sleutelsoort_Molinia";"2123";"NBNSYS0000004352";"Succisa pratensis Moench";"Blauwe knoop";"Species";"Succisa pratensis"
"7";"7";"sleutelsoort_Molinia";"2179";"NBNSYS0000004453";"Achillea ptarmica L.";"Wilde bertram";"Species";"Achillea ptarmica"
"7";"7";"sleutelsoort_Molinia";"2232";"NBNSYS0000004533";"Scorzonera humilis L.";"Kleine schorseneer";"Species";"Scorzonera humilis"
"7";"7";"sleutelsoort_Molinia";"2250";"NBNSYS0000004578";"Crepis paludosa (L.) Moench";"Moerasstreepzaad";"Species";"Crepis paludosa"
"7";"7";"sleutelsoort_Molinia";"4130";"NHMSYS0000457923";"Dactylorhiza maculata (L.) Soó";"Gevlekte orchis";"Species";"Dactylorhiza maculata"
"7";"7";"sleutelsoort_Molinia";"4267";"NHMSYS0000462026";"Potentilla anglica Laichard.";"Kruipganzerik";"Species";"Potentilla anglica"
"7";"7";"sleutelsoort_Molinia";"4300";"NHMSYS0000463361";"Scutellaria minor Huds.";"Klein glidkruid";"Species";"Scutellaria minor"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"390";"INBSYS0000003989";"Silaum silaus (L.) Schinz et Thell.";"Weidekervel";"Species";"Silaum silaus"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"578";"INBSYS0000004700";"Oenanthe silaifolia Bieb.";"Weidekervel-torkruid";"Species";"Oenanthe silaifolia"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"702";"INBSYS0000005123";"Geranium palustre L.";"Moerasooievaarsbek";"Species";"Geranium palustre"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"795";"INBSYS0000005478";"Dactylorhiza fistulosa (Moench) H. Baumann et Künkele";"Brede orchis";"Species";"Dactylorhiza fistulosa"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1171";"NBNSYS0000002189";"Colchicum autumnale L.";"Herfsttijloos";"Species";"Colchicum autumnale"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1305";"NBNSYS0000002585";"Bromus racemosus L.";"Trosdravik";"Species";"Bromus racemosus"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1360";"NBNSYS0000002716";"Ranunculus auricomus L.";"Gulden boterbloem";"Species";"Ranunculus auricomus"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1378";"NBNSYS0000002744";"Thalictrum flavum L.";"Poelruit";"Species";"Thalictrum flavum"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1508";"NBNSYS0000003003";"Lychnis flos-cuculi L.";"Echte koekoeksbloem";"Species";"Lychnis flos-cuculi"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1660";"NBNSYS0000003301";"Lathyrus pratensis L.";"Veldlathyrus";"Species";"Lathyrus pratensis"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1734";"NBNSYS0000003499";"Saxifraga granulata L.";"Knolsteenbreek";"Species";"Saxifraga granulata"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"1911";"NBNSYS0000003928";"Primula elatior (L.) Hill";"Slanke sleutelbloem";"Species";"Primula elatior"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"2133";"NBNSYS0000004365";"Senecio aquaticus Hill";"Waterkruiskruid";"Species";"Senecio aquaticus"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"2212";"NBNSYS0000004505";"Centaurea jacea L.";"Knoopkruid";"Species";"Centaurea jacea"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"2248";"NBNSYS0000004575";"Crepis biennis L.";"Groot streepzaad";"Species";"Crepis biennis"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"4089";"NHMSYS0000456844";"Carex disticha Huds.";"Tweerijige zegge";"Species";"Carex disticha"
"8";"8";"sleutelsoorten excl. grote vossenstaart";"4281";"NHMSYS0000462353";"Rhinanthus angustifolius C.C. Gmel.";"Grote ratelaar";"Species";"Rhinanthus angustifolius"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"702";"INBSYS0000005123";"Geranium palustre L.";"Moerasooievaarsbek";"Species";"Geranium palustre"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"795";"INBSYS0000005478";"Dactylorhiza fistulosa (Moench) H. Baumann et Künkele";"Brede orchis";"Species";"Dactylorhiza fistulosa"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1171";"NBNSYS0000002189";"Colchicum autumnale L.";"Herfsttijloos";"Species";"Colchicum autumnale"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1330";"NBNSYS0000002656";"Alopecurus pratensis L.";"Grote vossenstaart";"Species";"Alopecurus pratensis"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1360";"NBNSYS0000002716";"Ranunculus auricomus L.";"Gulden boterbloem";"Species";"Ranunculus auricomus"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1508";"NBNSYS0000003003";"Lychnis flos-cuculi L.";"Echte koekoeksbloem";"Species";"Lychnis flos-cuculi"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1660";"NBNSYS0000003301";"Lathyrus pratensis L.";"Veldlathyrus";"Species";"Lathyrus pratensis"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1734";"NBNSYS0000003499";"Saxifraga granulata L.";"Knolsteenbreek";"Species";"Saxifraga granulata"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1911";"NBNSYS0000003928";"Primula elatior (L.) Hill";"Slanke sleutelbloem";"Species";"Primula elatior"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2133";"NBNSYS0000004365";"Senecio aquaticus Hill";"Waterkruiskruid";"Species";"Senecio aquaticus"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2212";"NBNSYS0000004505";"Centaurea jacea L.";"Knoopkruid";"Species";"Centaurea jacea"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2248";"NBNSYS0000004575";"Crepis biennis L.";"Groot streepzaad";"Species";"Crepis biennis"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"4089";"NHMSYS0000456844";"Carex disticha Huds.";"Tweerijige zegge";"Species";"Carex disticha"
"9";"9";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"4281";"NHMSYS0000462353";"Rhinanthus angustifolius C.C. Gmel.";"Grote ratelaar";"Species";"Rhinanthus angustifolius"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1305";"NBNSYS0000002585";"Bromus racemosus L.";"Trosdravik";"Species";"Bromus racemosus"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1330";"NBNSYS0000002656";"Alopecurus pratensis L.";"Grote vossenstaart";"Species";"Alopecurus pratensis"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1360";"NBNSYS0000002716";"Ranunculus auricomus L.";"Gulden boterbloem";"Species";"Ranunculus auricomus"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1508";"NBNSYS0000003003";"Lychnis flos-cuculi L.";"Echte koekoeksbloem";"Species";"Lychnis flos-cuculi"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"1660";"NBNSYS0000003301";"Lathyrus pratensis L.";"Veldlathyrus";"Species";"Lathyrus pratensis"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2003";"NBNSYS0000004135";"Rhinanthus minor L.";"Kleine ratelaar";"Species";"Rhinanthus minor"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2133";"NBNSYS0000004365";"Senecio aquaticus Hill";"Waterkruiskruid";"Species";"Senecio aquaticus"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2212";"NBNSYS0000004505";"Centaurea jacea L.";"Knoopkruid";"Species";"Centaurea jacea"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"2248";"NBNSYS0000004575";"Crepis biennis L.";"Groot streepzaad";"Species";"Crepis biennis"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"4089";"NHMSYS0000456844";"Carex disticha Huds.";"Tweerijige zegge";"Species";"Carex disticha"
"10";"10";"sleutelsoorten 6510_hua excl weidekervel en weidekerveltorkruid";"4281";"NHMSYS0000462353";"Rhinanthus angustifolius C.C. Gmel.";"Grote ratelaar";"Species";"Rhinanthus angustifolius"
"11";"11";"karakteristieke mossen 7220";"215";"INBSYS0000000726";"Eucladium verticillatum (With.) Bruch & Schimp.";"Tufmos";"Species";"Eucladium verticillatum"
"11";"11";"karakteristieke mossen 7220";"1083";"INBSYS0000046661";"Palustriella commutata (Hedw.) Ochyra s.s.";"Geveerd diknerfmos s.s.";"Species";"Palustriella commutata"
"11";"11";"karakteristieke mossen 7220";"2857";"NBNSYS0000036790";"Cratoneuron filicinum (Hedw.) Spruce";"Gewoon diknerfmos";"Species";"Cratoneuron filicinum"
"12";"12";"karakteristieke mossen 7220 bis";"215";"INBSYS0000000726";"Eucladium verticillatum (With.) Bruch & Schimp.";"Tufmos";"Species";"Eucladium verticillatum"
"12";"12";"karakteristieke mossen 7220 bis";"1083";"INBSYS0000046661";"Palustriella commutata (Hedw.) Ochyra s.s.";"Geveerd diknerfmos s.s.";"Species";"Palustriella commutata"
"1016";"13";"aanvullende sleutelsoorten";"681";"INBSYS0000005056";"Hieracium laevigatum Willd.";"Stijf havikskruid";"Species";"Hieracium laevigatum"
"1016";"13";"aanvullende sleutelsoorten";"1277";"NBNSYS0000002499";"Molinia caerulea (L.) Moench";"Pijpenstrootje";"Species";"Molinia caerulea"
"1016";"13";"aanvullende sleutelsoorten";"1317";"NBNSYS0000002623";"Deschampsia flexuosa (L.) Trin.";"Bochtige smele";"Species";"Deschampsia flexuosa"
"1016";"13";"aanvullende sleutelsoorten";"1901";"NBNSYS0000003902";"Calluna vulgaris (L.) Hull";"Struikhei";"Species";"Calluna vulgaris"
"1016";"13";"aanvullende sleutelsoorten";"1905";"NBNSYS0000003915";"Vaccinium myrtillus L.";"Blauwe bosbes";"Species";"Vaccinium myrtillus"
"1016";"13";"aanvullende sleutelsoorten";"2006";"NBNSYS0000004138";"Melampyrum pratense L.";"Hengel";"Species";"Melampyrum pratense"
"1016";"13";"aanvullende sleutelsoorten";"2160";"NBNSYS0000004417";"Solidago virgaurea L.";"Echte guldenroede";"Species";"Solidago virgaurea"
"1016";"13";"aanvullende sleutelsoorten";"2244";"NBNSYS0000004554";"Hieracium umbellatum L.";"Schermhavikskruid";"Species";"Hieracium umbellatum"
"1016";"13";"aanvullende sleutelsoorten";"2245";"NBNSYS0000004555";"Hieracium sabaudum L.";"Boshavikskruid";"Species";"Hieracium sabaudum"
"1018";"13";"aanvullende sleutelsoorten";"681";"INBSYS0000005056";"Hieracium laevigatum Willd.";"Stijf havikskruid";"Species";"Hieracium laevigatum"
"1018";"13";"aanvullende sleutelsoorten";"1277";"NBNSYS0000002499";"Molinia caerulea (L.) Moench";"Pijpenstrootje";"Species";"Molinia caerulea"
"1018";"13";"aanvullende sleutelsoorten";"1317";"NBNSYS0000002623";"Deschampsia flexuosa (L.) Trin.";"Bochtige smele";"Species";"Deschampsia flexuosa"
"1018";"13";"aanvullende sleutelsoorten";"1901";"NBNSYS0000003902";"Calluna vulgaris (L.) Hull";"Struikhei";"Species";"Calluna vulgaris"
"1018";"13";"aanvullende sleutelsoorten";"1905";"NBNSYS0000003915";"Vaccinium myrtillus L.";"Blauwe bosbes";"Species";"Vaccinium myrtillus"
"1018";"13";"aanvullende sleutelsoorten";"2006";"NBNSYS0000004138";"Melampyrum pratense L.";"Hengel";"Species";"Melampyrum pratense"
"1018";"13";"aanvullende sleutelsoorten";"2160";"NBNSYS0000004417";"Solidago virgaurea L.";"Echte guldenroede";"Species";"Solidago virgaurea"
"1018";"13";"aanvullende sleutelsoorten";"2244";"NBNSYS0000004554";"Hieracium umbellatum L.";"Schermhavikskruid";"Species";"Hieracium umbellatum"
"1018";"13";"aanvullende sleutelsoorten";"2245";"NBNSYS0000004555";"Hieracium sabaudum L.";"Boshavikskruid";"Species";"Hieracium sabaudum"
"17";"17";"Ã©Ã©njarigen";"315";"INBSYS0000003710";"Vulpia bromoides (L.) S.F. Gray";"Eekhoorngras";"Species";"Vulpia bromoides"
"17";"17";"Ã©Ã©njarigen";"360";"INBSYS0000003880";"Teesdalia nudicaulis (L.) R. Brown";"Klein tasjeskruid";"Species";"Teesdalia nudicaulis"
"17";"17";"Ã©Ã©njarigen";"376";"INBSYS0000003933";"Spergularia rubra (L.) J. et C. Presl";"Rode schijnspurrie";"Species";"Spergularia rubra"
"17";"17";"Ã©Ã©njarigen";"747";"INBSYS0000005302";"Erophila verna (L.) Chevall.";"Vroegeling";"Species";"Erophila verna"
"17";"17";"Ã©Ã©njarigen";"749";"INBSYS0000005310";"Erodium cicutarium (L.) L'Hérit.";"Gewone reigersbek + duinreigersbek";"Species";"Erodium cicutarium"
"17";"17";"Ã©Ã©njarigen";"1291";"NBNSYS0000002544";"Poa annua L.";"Straatgras";"Species";"Poa annua"
"17";"17";"Ã©Ã©njarigen";"1318";"NBNSYS0000002625";"Aira praecox L.";"Vroege haver";"Species";"Aira praecox"
"17";"17";"Ã©Ã©njarigen";"1319";"NBNSYS0000002626";"Aira caryophyllea L.";"Zilverhaver";"Species";"Aira caryophyllea"
"17";"17";"Ã©Ã©njarigen";"1336";"NBNSYS0000002668";"Anthoxanthum aristatum Boiss.";"Slofhak";"Species";"Anthoxanthum aristatum"
"17";"17";"Ã©Ã©njarigen";"1464";"NBNSYS0000002913";"Arabidopsis thaliana (L.) Heynh.";"Zandraket";"Species";"Arabidopsis thaliana"
"17";"17";"Ã©Ã©njarigen";"1480";"NBNSYS0000002947";"Viola arvensis Murray";"Akkerviooltje";"Species";"Viola arvensis"
"17";"17";"Ã©Ã©njarigen";"1522";"NBNSYS0000003027";"Cerastium semidecandrum L.";"Zandhoornbloem";"Species";"Cerastium semidecandrum"
"17";"17";"Ã©Ã©njarigen";"1589";"NBNSYS0000003159";"Geranium molle L.";"Zachte ooievaarsbek";"Species";"Geranium molle"
"17";"17";"Ã©Ã©njarigen";"1624";"NBNSYS0000003238";"Trifolium arvense L.";"Hazenpootje";"Species";"Trifolium arvense"
"17";"17";"Ã©Ã©njarigen";"1643";"NBNSYS0000003274";"Ornithopus perpusillus L.";"Klein vogelpootje";"Species";"Ornithopus perpusillus"
"17";"17";"Ã©Ã©njarigen";"1990";"NBNSYS0000004115";"Veronica arvensis L.";"Veldereprijs";"Species";"Veronica arvensis"
"17";"17";"Ã©Ã©njarigen";"2155";"NBNSYS0000004407";"Filago minima (Smith) Pers.";"Dwergviltkruid";"Species";"Filago minima"
"17";"17";"Ã©Ã©njarigen";"2171";"NBNSYS0000004441";"Conyza canadensis (L.) Cronq.";"Canadese fijnstraal";"Species";"Conyza canadensis"
"17";"17";"Ã©Ã©njarigen";"2220";"NBNSYS0000004519";"Hypochaeris glabra L.";"Glad biggenkruid";"Species";"Hypochaeris glabra"
"17";"17";"Ã©Ã©njarigen";"2249";"NBNSYS0000004576";"Crepis capillaris (L.) Wallr.";"Klein streepzaad";"Species";"Crepis capillaris"
"17";"17";"Ã©Ã©njarigen";"2256";"NBNSYS0000004587";"Scleranthus annuus L.";"Eenjarige hardbloem";"Species";"Scleranthus annuus"
"17";"17";"Ã©Ã©njarigen";"2278";"NBNSYS0000004683";"Arenaria serpyllifolia L.";"Zandmuur";"Species";"Arenaria serpyllifolia"
"17";"17";"Ã©Ã©njarigen";"3543";"NBNSYS0000137871";"Spergula";"Spurrie (G)";"Genus";"Spergula"
"17";"17";"Ã©Ã©njarigen";"4064";"NHMSYS0000455992";"Aphanes inexspectata W. Lippert";"Kleine leeuwenklauw";"Species";"Aphanes inexspectata"
"17";"17";"Ã©Ã©njarigen";"4339";"NHMSYS0000464947";"Vulpia myuros (L.) C.C. Gmel.";"Gewoon langbaardgras";"Species";"Vulpia myuros"
"17";"17";"Ã©Ã©njarigen";"6950";"NBNSYS0000004403";"Filago vulgaris Lam.";"Duits viltkruid";"Species";"Filago vulgaris"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1601";"NBNSYS0000003191";"Acer pseudoplatanus L.";"Gewone esdoorn";"Species";"Acer pseudoplatanus"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1719";"NBNSYS0000003438";"Sorbus aucuparia L.";"Wilde lijsterbes";"Species";"Sorbus aucuparia"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1870";"NBNSYS0000003827";"Betula pendula Roth";"Ruwe berk";"Species";"Betula pendula"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1880";"NBNSYS0000003845";"Quercus robur L.";"Zomereik";"Species";"Quercus robur"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1883";"NBNSYS0000003851";"Populus tremula L.";"Ratelpopulier";"Species";"Populus tremula"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1887";"NBNSYS0000003859";"Salix alba L.";"Schietwilg";"Species";"Salix alba"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1923";"NBNSYS0000003949";"Fraxinus excelsior L.";"Es";"Species";"Fraxinus excelsior"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"1925";"NBNSYS0000003951";"Ligustrum vulgare L.";"Wilde liguster";"Species";"Ligustrum vulgare"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"4057";"NHMSYS0000455771";"Alnus glutinosa (L.) Gaertn.";"Zwarte els";"Species";"Alnus glutinosa"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"4477";"NHMSYS0100003177";"Ulmus minor Mill.";"Gladde iep";"Species";"Ulmus minor"
"19";"19";"sleutelsoorten van de boom- en struiklaag";"6701";"INBSYS0000035016";"Betula alba L. nom. rejec.";"Zachte berk";"Species";"Betula alba nom"
"20";"20";"sleutelsoorten van de boom- en struiklaag";"480";"INBSYS0000004367";"Quercus petraea Lieblein";"Wintereik";"Species";"Quercus petraea"
"20";"20";"sleutelsoorten van de boom- en struiklaag";"1601";"NBNSYS0000003191";"Acer pseudoplatanus L.";"Gewone esdoorn";"Species";"Acer pseudoplatanus"
